Running patient: adult#003
Action space: Box(-1.0, 1.0, (1,), float32)
Action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to teacher_models/smooth/adult-003/logs/ppo_simglucose_1
----------------------------------
| rollout/           |           |
|    total_timesteps      | 20640     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.15      |
|    entropy_loss         | -1.42     |
|    explained_variance   | 2.98e-07  |
|    learning_rate        | 0.0003    |
|    loss                 | 5.09e+12  |
|    n_updates            | 420       |
|    policy_gradient_loss | 3e-08     |
|    std                  | 1         |
|    value_loss           | 1.02e+13  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 37.9      |
|    ep_rew_mean          | -6.82e+06 |
| time/                   |           |
|    fps                  | 98        |
|    iterations           | 44        |
|    time_elapsed         | 214       |
|    total_timesteps      | 21120     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.15      |
|    entropy_loss         | -1.42     |
|    explained_variance   | 1.79e-07  |
|    learning_rate        | 0.0003    |
|    loss                 | 5.22e+12  |
|    n_updates            | 430       |
|    policy_gradient_loss | -3.1e-09  |
|    std                  | 1         |
|    value_loss           | 1.02e+13  |
---------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -6.76e+06    |
| time/                   |              |
|    fps                  | 98           |
|    iterations           | 45           |
|    time_elapsed         | 218          |
|    total_timesteps      | 21600        |
| train/                  |              |
|    approx_kl            | 2.110998e-09 |
|    clip_fraction        | 0            |
|    clip_range           | 0.15         |
|    entropy_loss         | -1.42        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 4.99e+12     |
|    n_updates            | 440          |
|    policy_gradient_loss | -1.13e-07    |
|    std                  | 1            |
|    value_loss           | 1.02e+13     |
------------------------------------------
